"pais","nationality","estratopri","cluster","idnum","upm","prov","municipio","guadistrito","guasegmento","guasec","ur","tamano","clusterdesc","fecha","idiomaq","q1","ls3","a4","soct1","soct2","soct3","idio1","idio2","idio3","cp2","cp4a","cp4","np1","np2","muni10","sgl1","lgl2","cp5","cp6","cp7","cp8","cp9","cp13","cp20","ls6","ls6a","it1","l1","prot3","prot4","y4","jc1","jc10","jc13","jc15a","jc16a","vic1ext","vic1exta","vic2","vic2aa","vic1hogar","aoj8","aoj11","aoj11a","aoj12","aoj17","b1","b2","b3","b4","b6","b10a","b11","b12","b13","b14","b18","b20","b20a","b21","b21a","b31","b32","b43","b17","b37","b47","b48","b15","b24","b50","b60","b61","b62","b63","n1","n3","n9","n11","n12","n15","guan20","wt1","wt2","guajus1","guajus2","guajus3","guajus4","guajus5","guajus6","m1","m2","pop101","pop102","pop103","pop107","pop113","eff1","eff2","ing4","dem23","ros1","ros2","ros3","ros4","ros5","ros6","rac3a","rac3b","rac3c","pn4","pn5","e5","e8","e11","e15","e14","e3","e16","d1","d2","d3","d4","d5","d6","dem2","dem11","aut1","pp1","pp2","exc2","exc6","exc11a","exc11","exc13a","exc13","exc14a","exc14","exc15a","exc15","exc16a","exc16","exc18","exc7","per1","per2","per3","per4","per5","per6","per7","per8","per9","per10","crisis1","crisis2","der1","der2","der3","der4","vb1","guavb15","vb2","vb3","vb10","vb11","pol1","vb20","guavb25","clien1","clien2","rac1c","rac4","dis11","dis17","dis13","dis12","rac1a","rac1b","rac1d","rac1e","ed","edlevel","edyear","q2","y1","y2","y3","haicr1","q3c","q3ca","q5a","q5b","q10","q10a","q10b","q10a3","q10c","q16","q14","q10d","q10e","q10f","q11","q12","q12a","etid","guaetid2","guaetida","leng1","leng4","ind1","ind2","ind3","ind4","www1","gi0","gi1","gi3","gi4","r1","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","r16","r18","ocup4a","ocup1a","ocup1","ocup1b1","ocup1b2","ocup1anc","pen1","pen3","pen4","sal1","sal2","sal4","intid","colorr","sexi","colori","ti","ti3","annotations"
"2","2","201","33","229","33","201","20108","201082601","33","1","1","1","Colonia Molino de Las Flores 1","13480000000.0","1","2","2.0","5.0","5.0","2.0","1.0","4.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0",,"4.0","1.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","7.0","7.0","2.0","5.0","2.0",,,"2.0","1.0","1.0","1.0","2.0","1.0","8.0","3.0","3.0","1.0","2.0","3.0","1.0","4.0","3.0","3.0","7.0","2.0","1.0","3.0","2.0","2.0","5.0","1.0","1.0","1.0","7.0",,"4.0","1.0","2.0","2.0","7.0","5.0","3.0","2.0","1.0","3.0","3.0","2.0","1.0","1.0","5.0","1.0","1.0","1.0","1.0","1.0","2.0","2.0","2.0","4.0","4.0","2.0",,,,"1.0","2.0","4.0","5.0","4.0","6.0","5.0","1.0","1.0","1.0","6.0","6.0","2.0","1.0","7.0","7.0","7.0","7.0","7.0","7.0",,"1.0","3.0","3.0","1.0","6.0","6.0","1.0","1.0","1.0","10.0","8.0","1.0","1.0","8.0","8.0","1.0","2.0","1.0","2.0","3.0","2.0","1.0","0.0","1.0","0.0","1.0","0.0","0.0",,"1.0","0.0","1.0","0.0","0.0","3.0","7.0","3.0","7.0","5.0","7.0","1.0","7.0","1.0","7.0","1.0","1.0","2.0","2.0","1.0",,"1.0","1.0","1.0","1.0","203.0","2.0",,"3.0","3.0",,"3.0",,"2.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","14.0","4.0","2.0","30.0",,,,,"1.0","101.0","2.0","1.0","7.0","2.0",,,"4.0",,"2.0","3.0","3.0","9.0","2.0","3.0","3.0","2.0","77.0","2.0","201.0","1.0","1.0","1.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1","1","0","1","1","1","1","0","1","1","0","0","0","1.0","2.0","6.0","3.0","1.0","3.0","2.0",,,"2.0",,,"24","3","1","5","13480000000.0","2546",
"2","2","201","33","230","33","201","20108","201082601","33","1","1","1","Colonia Molino de Las Flores 1","13480000000.0","1","2","2.0","5.0","5.0","3.0","3.0","3.0","3.0","3.0","2.0","2.0","2.0","2.0","2.0",,"4.0","3.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","6.0","6.0","2.0",,"2.0",,,"1.0","1.0","1.0","1.0","1.0","2.0",,,,"2.0","1.0","3.0","1.0","4.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","2.0","2.0","2.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","2.0","2.0","2.0","1.0","3.0","2.0","2.0","1.0","2.0","5.0","5.0",,,,,"2.0","1.0","2.0","1.0","6.0","1.0","6.0","6.0","6.0","6.0","7.0","6.0",,"1.0","3.0","3.0","1.0","8.0","1.0","1.0","1.0","1.0","9.0","8.0","8.0","8.0","8.0","8.0","8.0","2.0","1.0","2.0","4.0","2.0","1.0","0.0","1.0","0.0","1.0","0.0","0.0",,"0.0",,"0.0",,"0.0","1.0","7.0","7.0","7.0","6.0","7.0","1.0","7.0","1.0","6.0","1.0","1.0","1.0","1.0","1.0",,,"2.0","2.0","2.0",,"2.0",,"4.0","1.0",,"3.0",,,"4.0","4.0","1.0","4.0","4.0","4.0","4.0","4.0","4.0","12.0","3.0","3.0","33.0",,,,,"1.0","101.0","4.0","1.0","9.0","2.0",,,"4.0",,"1.0","2.0","1.0",,"4.0","3.0","3.0","2.0","26.0","2.0","201.0","1.0","3.0","4.0",,"3.0","5.0","1.0","1.0","1.0","1.0","1","1","0","1","1","0","1","0","1","1","0","0","0","1.0","2.0","8.0","3.0","2.0","10.0","1.0","3.0","1.0","2.0",,,"22","4","1","3","13480000000.0","3115",
"2","2","201","33","231","33","201","20108","201082601","33","1","1","1","Colonia Molino de Las Flores 1","13480000000.0","1","2","2.0","13.0","4.0","3.0","3.0","3.0","3.0","3.0","2.0","2.0","2.0","2.0","2.0",,"3.0","2.0","4.0","2.0","2.0","3.0","4.0","4.0","4.0","7.0","7.0","2.0","7.0","2.0",,,"1.0","1.0","1.0","1.0","1.0","2.0",,,,"1.0","1.0","2.0","2.0","3.0","3.0","5.0","4.0","3.0","2.0","3.0","3.0","2.0","1.0","3.0","2.0","4.0","7.0","5.0","4.0","4.0","3.0","3.0","4.0","3.0","4.0","3.0","5.0","3.0","3.0","1.0","2.0","3.0","3.0","2.0","2.0","3.0","2.0","1.0","2.0","1.0","2.0","4.0","4.0","2.0",,,,"2.0",,"4.0","3.0","4.0","3.0","4.0","3.0","3.0","3.0","3.0","5.0","5.0","6.0","5.0","6.0","5.0","6.0","6.0","7.0","7.0","7.0","2.0","2.0","5.0","6.0","5.0","4.0","5.0","4.0","5.0","6.0","5.0","6.0","5.0","5.0","5.0","2.0","2.0","1.0","2.0","2.0","0.0","0.0","0.0",,"0.0",,"0.0",,"0.0",,"0.0",,"0.0","2.0","6.0","4.0","2.0","2.0","6.0","5.0","6.0","2.0","5.0","5.0","1.0","7.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0",,"2.0",,"2.0","3.0","4.0","3.0",,"3.0","3.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","12.0","3.0","3.0","38.0",,,,,"2.0","204.0","2.0","1.0","6.0","1.0","3.0","3.0","1.0","2.0","1.0","2.0",,,"1.0","0.0",,"2.0","26.0","2.0","201.0","1.0","3.0","3.0",,"2.0","2.0","1.0","1.0","1.0","1.0","1","1","1","1","1","1","1","0","1","1","1","1","1","4.0",,,"2.0","2.0","5.0","1.0","7.0","2.0","1.0","3.0",,"23","2","1","3","13480000000.0","938",
"2","2","201","33","232","33","201","20108","201082601","33","1","1","1","Colonia Molino de Las Flores 1","13480000000.0","1","2","2.0","3.0","4.0","3.0","3.0","4.0","3.0",,"2.0","2.0","2.0","2.0","2.0",,"3.0","2.0","4.0","3.0","3.0","4.0","4.0","4.0","4.0","7.0","8.0","2.0","7.0","2.0",,,"2.0","2.0","1.0","2.0","2.0","2.0",,,,"1.0","1.0","2.0","2.0","4.0","3.0","3.0","3.0","4.0","3.0","4.0","4.0","3.0","2.0","1.0","3.0","3.0","3.0","4.0","3.0","4.0","3.0","3.0","3.0","4.0","3.0","4.0","3.0","4.0","2.0","3.0","5.0","5.0","3.0","3.0","3.0","3.0","3.0","4.0","3.0","3.0","2.0","2.0","2.0","1.0","2.0","2.0","2.0","1.0",,"4.0","4.0","4.0","4.0","3.0","4.0","3.0","4.0","4.0","6.0","4.0","5.0","5.0","6.0","5.0","6.0","6.0","7.0","7.0","7.0","2.0","2.0","4.0","4.0","4.0","4.0","5.0","5.0","5.0","4.0","3.0","3.0","4.0","4.0","3.0","2.0","2.0","2.0","4.0","2.0","0.0","0.0","0.0",,"0.0",,"0.0",,"0.0",,"0.0",,"0.0","2.0","4.0","4.0","6.0","5.0","4.0","4.0","6.0","2.0","7.0","2.0","1.0","4.0","1.0","1.0","2.0","2.0","1.0","2.0","1.0",,"2.0",,"2.0","3.0",,"2.0","3.0","5.0","3.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","14.0","4.0","2.0","57.0",,,,,"6.0","603.0","2.0","1.0","5.0","1.0","2.0","3.0","1.0","2.0","2.0","2.0","2.0",,"3.0","2.0","2.0","2.0","26.0","2.0","201.0","1.0","3.0","3.0",,"3.0","5.0","3.0","1.0","1.0","1.0","1","1","1","1","1","1","1","0","1","1","1","0","0","1.0","4.0","7.0","3.0","2.0","7.0","2.0",,,"1.0","3.0","1.0","23","4","1","3","13480000000.0","1078",
"2","2","202","53","364","53","205","20501","205010504","53","4","2","5","Caserío Los Portales","13480000000.0","1","2","4.0","57.0","3.0","1.0","3.0","5.0","1.0","3.0","2.0","2.0","2.0","2.0","2.0",,"4.0","2.0","2.0","4.0","4.0","2.0","4.0","4.0","4.0","3.0","2.0","4.0","3.0","2.0",,,"1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","2.0","1.0","4.0","1.0","3.0","1.0","4.0","4.0","4.0","6.0","6.0","6.0","6.0","7.0","3.0","3.0","2.0","7.0","3.0","3.0","6.0","5.0","3.0","7.0","6.0","6.0","5.0","6.0","6.0","6.0","7.0",,,"7.0","2.0","7.0","7.0","6.0","6.0","3.0","6.0","2.0","1.0","1.0","2.0",,,,"2.0",,"3.0","2.0","3.0","5.0","3.0","3.0","4.0","6.0","6.0","6.0","3.0","4.0","3.0","6.0","6.0","6.0","6.0","6.0",,"3.0","2.0","1.0","9.0","9.0","4.0","4.0","4.0","4.0","3.0","4.0","5.0","4.0","4.0","3.0","3.0","2.0","1.0","2.0","2.0","2.0","0.0","0.0","1.0","0.0","0.0",,"0.0",,"1.0","0.0","0.0",,"0.0","1.0","7.0","3.0","7.0","6.0","4.0","7.0","7.0","3.0","7.0","6.0","1.0","4.0","2.0","1.0","1.0","1.0","2.0","1.0","1.0",,"2.0",,"4.0","1.0",,"2.0",,,"3.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","0.0","0.0",,"84.0",,,,,"1.0","101.0","3.0","1.0","1.0","2.0",,,"4.0",,"2.0","3.0","3.0","2.0","3.0","3.0","0.0","2.0","26.0","2.0","201.0","1.0","2.0","3.0",,"3.0","5.0","1.0",,,,"1","1","0","1","0","0","0","0","0","1","0","0","0","5.0",,,"3.0","2.0","10.0","2.0",,,"2.0",,,"15","6","1","6","13480000000.0","2334",
"2","2","201","34","233","34","201","20108","201082601","34","1","1","2","Mixco","13480000000.0","1","1","2.0","5.0","5.0","3.0","3.0","3.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0",,"3.0","1.0","3.0","1.0","3.0","4.0","3.0","1.0",,"4.0","5.0","4.0","6.0","2.0",,,"2.0","1.0","1.0","1.0","1.0","1.0","2.0","3.0","3.0","1.0","1.0","4.0","1.0","4.0","1.0","3.0","5.0","1.0","1.0","3.0","3.0","3.0","3.0","1.0","2.0","1.0","7.0","2.0","5.0","1.0","1.0","5.0","6.0","3.0","3.0","3.0","5.0","1.0","1.0","5.0","3.0","3.0","4.0","6.0","1.0","2.0","1.0","1.0","2.0","1.0","2.0","4.0","5.0","2.0",,,,"2.0",,"5.0","5.0","1.0","1.0","1.0","5.0","1.0","4.0","7.0","5.0","1.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0",,"1.0","3.0","3.0","10.0","10.0","10.0","1.0","1.0","8.0","10.0","10.0","10.0","5.0","10.0","5.0","6.0","2.0","1.0","2.0","4.0","2.0","0.0","0.0","0.0",,"1.0","0.0","0.0",,"0.0",,"1.0","0.0","0.0","1.0","7.0","3.0","7.0","1.0","7.0","1.0","7.0","1.0","7.0","1.0","1.0","2.0","3.0","1.0","1.0","1.0","1.0","1.0","1.0","204.0","2.0",,"2.0","4.0","4.0","3.0",,"3.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","3.0","4.0","14.0","4.0","2.0","31.0",,,,,"1.0","101.0","2.0","2.0","6.0","2.0",,,"1.0","3.0","2.0","2.0","3.0","1.0","2.0","3.0","3.0","2.0","26.0","2.0","201.0","1.0","3.0","3.0",,"3.0","2.0","1.0","1.0","1.0","1.0","1","1","1","1","1","0","1","0","1","1","1","0","1","1.0","2.0","2.0","1.0","2.0","2.0","2.0",,,"2.0",,,"25","3","1","4","13480000000.0","2132",
"2","2","201","34","234","34","201","20108","201082601","34","1","1","2","Mixco","13490000000.0","1","1","2.0","1.0","4.0","3.0","2.0","4.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0",,"4.0","1.0","4.0","1.0","4.0","3.0","4.0","4.0",,"7.0","8.0","3.0","5.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","2.0",,,,"2.0","2.0","4.0","2.0","4.0","3.0","1.0","5.0","1.0","1.0","3.0","1.0","4.0","4.0","1.0","1.0","1.0","2.0","6.0","2.0","1.0","1.0","7.0","7.0","3.0","5.0","4.0","4.0","1.0","2.0","4.0","4.0","3.0","3.0","5.0","1.0","1.0","1.0","2.0","1.0","1.0","2.0","4.0","4.0","1.0","3.0","2.0","2.0","2.0",,"3.0","5.0","1.0","1.0","1.0","7.0","1.0","1.0","2.0","5.0","1.0","7.0","7.0","6.0","7.0","7.0","6.0","7.0",,"1.0","4.0","3.0","10.0","10.0","7.0","2.0","1.0","4.0","9.0","10.0","10.0","6.0","5.0","1.0","1.0","2.0","1.0","2.0","2.0","2.0","0.0","0.0","0.0",,"1.0","0.0","0.0",,"1.0","0.0","1.0","0.0","0.0","1.0","7.0","1.0","7.0","1.0","7.0","1.0","1.0","1.0","7.0","1.0","1.0","2.0","3.0","1.0","1.0","1.0","2.0","2.0","2.0",,"1.0","202.0","4.0","3.0","2.0","3.0",,"4.0","4.0","4.0","4.0","4.0","4.0","4.0","3.0","3.0","4.0","8.0","2.0","2.0","21.0","5.0","1.0","2.0","1.0","2.0","204.0","1.0","1.0","4.0","2.0",,,"4.0",,"2.0","3.0","3.0","2.0","2.0","1.0","1.0","2.0","26.0","2.0","201.0","1.0","3.0","3.0",,"3.0","4.0","2.0","1.0","2.0","1.0","1","1","0","1","0","0","0","1","1","1","0","0","0","3.0",,,,"1.0","4.0","1.0",,"3.0",,,,"25","6","1","4","13490000000.0","2831",
"2","2","201","34","235","34","201","20108","201082601","34","1","1","2","Mixco","13490000000.0","1","1","1.0","5.0","4.0","3.0","3.0","3.0","3.0","1.0","2.0","2.0","2.0","2.0","2.0",,"4.0","2.0","4.0","4.0","2.0","2.0","4.0","4.0",,"6.0","8.0","4.0","4.0","2.0",,,"2.0","1.0","1.0","2.0","2.0","2.0",,,,"1.0","2.0","3.0","1.0","4.0","4.0","3.0","5.0","2.0","1.0","6.0","2.0","1.0","4.0","2.0","1.0","1.0","7.0","4.0","1.0","2.0","2.0","1.0","7.0","7.0","5.0","2.0","2.0","1.0","2.0","2.0","2.0","6.0","6.0","2.0","1.0","2.0","1.0","2.0","1.0","2.0","2.0","4.0","4.0","1.0","3.0","1.0","2.0","1.0","2.0","3.0","4.0","1.0","1.0","1.0","1.0","2.0","1.0","7.0","7.0","1.0","1.0","2.0","6.0","7.0","7.0","7.0","5.0",,"1.0","3.0","4.0","10.0","10.0","2.0","1.0","1.0","1.0","10.0","8.0","10.0","8.0","8.0","1.0","1.0","2.0","1.0","2.0","4.0","2.0","0.0","0.0","0.0",,"1.0","0.0","0.0",,"1.0","0.0","1.0","0.0","0.0","1.0","6.0","7.0","7.0","3.0","7.0","6.0","7.0","2.0","2.0","5.0","1.0","3.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0",,"2.0",,"4.0","3.0","7.0","3.0",,"4.0","3.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","14.0","4.0","2.0","39.0",,,,,"1.0","101.0","3.0","1.0","8.0","2.0",,,"4.0",,"2.0","3.0","2.0",,"2.0","4.0","0.0","2.0","26.0","2.0","201.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","2.0","1.0","1","1","0","1","1","1","1","0","1","1","1","0","1","1.0","4.0","7.0","3.0","1.0","7.0","2.0",,,"2.0",,,"22","4","1","3","13490000000.0","2414",
"2","2","201","34","236","34","201","20108","201082601","34","1","1","2","Mixco","13480000000.0","1","1","2.0","3.0","3.0","3.0","2.0","4.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0",,"2.0","1.0","3.0","1.0","3.0","4.0","3.0","1.0",,"6.0","7.0","4.0","7.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","1.0","1.0","3.0","3.0","2.0","1.0","2.0","1.0","3.0","2.0","2.0","5.0","1.0","1.0","1.0","1.0","4.0","1.0","1.0","2.0","1.0","2.0","7.0","5.0","2.0","1.0","5.0","5.0","3.0","5.0","4.0","4.0","1.0","2.0","4.0","4.0","3.0","3.0","6.0","1.0","1.0","1.0","1.0","3.0","1.0","2.0","4.0","4.0","1.0","3.0","2.0","2.0","2.0",,"4.0","5.0","1.0","3.0","1.0","5.0","1.0","1.0","5.0","2.0","1.0","6.0","7.0","6.0","7.0","5.0","7.0","7.0",,"1.0","3.0","4.0","10.0","10.0","6.0","1.0","1.0","5.0","10.0","10.0","10.0","6.0","10.0","1.0","1.0","3.0","1.0","2.0","4.0","2.0","0.0","0.0","0.0",,"1.0","0.0","0.0",,"0.0",,"1.0","0.0","0.0","1.0","7.0","3.0","7.0","1.0","7.0","3.0","5.0","1.0","7.0","1.0","1.0","6.0","2.0","1.0","1.0","1.0","1.0","2.0","1.0","203.0","2.0",,"3.0","3.0","2.0","3.0",,"3.0","4.0","4.0","4.0","4.0","4.0","3.0","4.0","2.0","4.0","12.0","3.0","3.0","57.0",,,,,"1.0","101.0","2.0","2.0","5.0","2.0",,,"4.0",,"1.0","3.0","3.0","2.0","2.0","2.0","2.0","2.0","26.0","2.0","201.0","1.0","3.0","4.0",,"4.0","3.0","2.0","1.0","1.0","1.0","1","1","0","1","1","0","0","0","1","1","0","0","0","3.0",,,"2.0","2.0","8.0","2.0",,,"2.0",,,"25","5","1","4","13480000000.0","2427",
"2","2","201","34","237","34","201","20108","201082601","34","1","1","2","Mixco","13490000000.0","1","2","1.0","5.0","4.0","2.0","3.0","3.0","3.0","3.0","2.0","2.0","2.0","2.0","2.0",,"4.0","3.0","4.0","3.0","4.0","4.0","4.0","4.0","4.0","8.0","8.0","3.0","5.0","2.0",,,"2.0","1.0","1.0","2.0","2.0","1.0","2.0","3.0","4.0","1.0","2.0","2.0","2.0","4.0","3.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","2.0","1.0","5.0","2.0","1.0","1.0","2.0","1.0","2.0","1.0","1.0","1.0","2.0","1.0","4.0","4.0","4.0","4.0","4.0","3.0","2.0","1.0","2.0","1.0","1.0","2.0","4.0","4.0","2.0",,,,"2.0",,"4.0","4.0","3.0","3.0","4.0","3.0","4.0","2.0","5.0","4.0","7.0","4.0","3.0","3.0","4.0","4.0","3.0","1.0","1.0","1.0","2.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","4.0","3.0","4.0","4.0","8.0","2.0","1.0","2.0","2.0","3.0","2.0","1.0","1.0","1.0","0.0","0.0",,"0.0",,"0.0",,"0.0",,"0.0","3.0","6.0","1.0","6.0","3.0","3.0","3.0","7.0","3.0","6.0","3.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","204.0","2.0",,"2.0","1.0","4.0","2.0","3.0","4.0","4.0","4.0","4.0","4.0","4.0","3.0","3.0","3.0","3.0","12.0","3.0","3.0","26.0",,,,,"5.0","509.0","3.0","1.0","4.0","1.0","4.0","3.0","1.0","4.0","2.0","3.0","2.0",,"2.0","0.0",,"2.0","26.0","2.0","201.0","1.0","2.0","3.0",,"3.0","3.0","1.0","1.0","2.0","1.0","1","1","1","1","0","0","0","1","1","1","0","1","1","1.0","2.0","7.0","3.0","2.0","7.0","2.0",,,"2.0",,,"23","2","1","3","13490000000.0","797",
"2","2","201","34","238","34","201","20108","201082601","34","1","1","2","Mixco","13490000000.0","1","2","2.0","5.0","5.0","3.0","3.0","3.0","3.0","3.0","2.0","2.0","2.0","2.0","2.0",,"4.0","2.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","10.0","10.0","3.0","4.0","2.0",,,"1.0","1.0","1.0","2.0","2.0","2.0",,,,"1.0","1.0","2.0","1.0","4.0","4.0","1.0","2.0","1.0","1.0","2.0","3.0","5.0","5.0","2.0","2.0","2.0","1.0","7.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","2.0","1.0","4.0","2.0","1.0","2.0","2.0","3.0","3.0","3.0","3.0","4.0","3.0","2.0","1.0","2.0","4.0","4.0","2.0",,,,"1.0","2.0","4.0","3.0","3.0","2.0","2.0","2.0","2.0","2.0","4.0","1.0","1.0","3.0","4.0","3.0","4.0","3.0","4.0","2.0","2.0","4.0","2.0","3.0","8.0","8.0","7.0","7.0","6.0","6.0","6.0","2.0","2.0","3.0","2.0","2.0","1.0","3.0","1.0","2.0","3.0","2.0","0.0","0.0","0.0",,"0.0",,"0.0",,"0.0",,"0.0",,"0.0",,"4.0","2.0","7.0","2.0","6.0","3.0","7.0","4.0","6.0","6.0","1.0","2.0","3.0","3.0","3.0","3.0","1.0",,"1.0","202.0","2.0",,"3.0","3.0","2.0","2.0","3.0","5.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","6.0","1.0","6.0","31.0",,,,,"5.0","509.0","1.0","1.0","4.0","2.0",,,"2.0","4.0","2.0","3.0","3.0","8.0","2.0","3.0","3.0","2.0","26.0","2.0","201.0","1.0","2.0","2.0","4.0","3.0","5.0","1.0","1.0",,"2.0","1","1","1","0","1","0","1","0","1","1","0","0","1","1.0","2.0","8.0","2.0","2.0","9.0","2.0",,,"2.0",,,"23","6","1","3","13490000000.0","3568",
"2","2","201","34","239","34","201","20108","201082601","34","1","1","2","Mixco","13490000000.0","1","2","2.0","13.0","4.0","1.0","3.0","3.0","3.0","3.0","2.0","2.0","2.0","2.0","2.0",,"3.0","2.0","4.0","1.0","3.0","4.0","4.0","2.0","4.0","7.0","7.0","3.0",,"2.0",,,"1.0","1.0","1.0","2.0","2.0","2.0",,,,"1.0",,"2.0","1.0","4.0","3.0","2.0","3.0","2.0","1.0","2.0","3.0","1.0","3.0","1.0","2.0","1.0","2.0","1.0","2.0","2.0","1.0","2.0","2.0","2.0","1.0","1.0","1.0","2.0","2.0","2.0","1.0","2.0","4.0","4.0","3.0","3.0","2.0","3.0","3.0","3.0","2.0","3.0","3.0","1.0","2.0","2.0","2.0","2.0",,"3.0","3.0","3.0","3.0","4.0","3.0","3.0","1.0","5.0","4.0","4.0","3.0","3.0","2.0","3.0","3.0","2.0","7.0",,"1.0","2.0",,"3.0","3.0","2.0","2.0","2.0","3.0","2.0","3.0","3.0","4.0","3.0","4.0","2.0","2.0","1.0","2.0","4.0","2.0","0.0","0.0","0.0",,"0.0",,"0.0",,"1.0","1.0","1.0","1.0","0.0","2.0","7.0","2.0","6.0","2.0","6.0","4.0","6.0","3.0","6.0","3.0","1.0","7.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","203.0","2.0",,"2.0","1.0",,"2.0",,"5.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","12.0","3.0","3.0","47.0",,,,,"1.0","101.0","1.0","2.0","4.0","2.0",,,"1.0","5.0","2.0","3.0","2.0",,"1.0","3.0","1.0","2.0","26.0","2.0","201.0","1.0","1.0","2.0","4.0","3.0","5.0","1.0","1.0","2.0",,"1","1","0","1","0","0","1","0","1","1","0","0","0","1.0","2.0","8.0","3.0","1.0","12.0","2.0",,,"2.0",,,"23","4","1","3","13490000000.0","999",
"2","2","201","34","240","34","201","20108","201082601","34","1","1","2","Mixco","13490000000.0","1","2","1.0","57.0","5.0","3.0","2.0","3.0","3.0","2.0","2.0","2.0","2.0","1.0","2.0",,"4.0","2.0","4.0","1.0","4.0","4.0","4.0","4.0","4.0","6.0","8.0","4.0","5.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","1.0","2.0","3.0","1.0","1.0","2.0","4.0","1.0","4.0","1.0","1.0","7.0","1.0","2.0","3.0","1.0","1.0","1.0","1.0","4.0","1.0","7.0","1.0","1.0","2.0","2.0","1.0","7.0","2.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","3.0","1.0","1.0","2.0","1.0","2.0","2.0","3.0","3.0","1.0","3.0","2.0","1.0","1.0","2.0","3.0","4.0","1.0","1.0","1.0","1.0","6.0","1.0","6.0","7.0","1.0","7.0","6.0","6.0","6.0","6.0","6.0","7.0",,"1.0","2.0","3.0","2.0","10.0","8.0","1.0","1.0","1.0","1.0","5.0","1.0","1.0","1.0","1.0","1.0","3.0","1.0","2.0","4.0","2.0","1.0","0.0","1.0","0.0","1.0","0.0","0.0",,"1.0","0.0","0.0",,"1.0","1.0","7.0","1.0","6.0","1.0","7.0","1.0","6.0","1.0","7.0","1.0","1.0","4.0","2.0","2.0","3.0","3.0","1.0","2.0","1.0","203.0","2.0",,"4.0","3.0",,"3.0",,"5.0","4.0","3.0","4.0","2.0","4.0","3.0","3.0","3.0","4.0","12.0","3.0","3.0","56.0",,,,,"1.0","101.0","2.0","1.0","4.0","2.0",,,"4.0",,"2.0","3.0","3.0","2.0","2.0","3.0","3.0","2.0","26.0","2.0","201.0","1.0","3.0","3.0",,"4.0","3.0","1.0","1.0","2.0","1.0","1","1","1","1","1","0","0","0","1","1","0","0","0","1.0","4.0","7.0","2.0","1.0","2.0","2.0",,,"2.0",,,"22","4","1","3","13490000000.0","2668",
