"year","pais","idnum","estratopri","upm","prov","municipio","haisec","haisegmento","hailocation","cluster","ur","tamano","idiomaq","dia","mes","q1","a4","a1","a2","a3","a4i","soct1","soct2","soct3","idio1","idio2","cp2","cp4a","cp4","np1","np2","sgl1","lgl2a","lgl2b","cp5","cp6","cp7","cp8","cp9","cp10","cp13","cp20","ls3","it1","it1a","it1b","l1","prot2","jc15","jc16","vic1","aoj1","haiaoj1a","aoj1b","vic20","vic21","vic27","aoj8","aoj11","aoj11a","aoj12","aoj18","b1","b2","b3","b4","b6","b10a","b11","b13","b14","b15","b18","b20","b21","b21a","b31","b32","haib32a","b43","b37","b47","n1","n3","n9","n10","n11","n12","hain13","epp1","epp2","epp3","ec1","ec2","ec3","ec4","m1","m2","haim3","haim4","pop101","pop102","pop103","pop106","pop107","pop109","pop110","pop112","pop113","eff1","eff2","ing4","pn2","dem23","ros1","ros2","ros3","ros4","pn4","pn5","e5","e8","e11","e15","e14","e2","e3","e16","d1","d2","d3","d4","d5","dem2","dem11","aut1","aut2","pp1","pp2","dc10","dc13","exc2","exc6","exc11","exc13","exc14","exc15","exc16","exc17","exc18","exc7","gi1","gi2","gi3","gi4","gi5","vb1","vb2","vb3","vb50","vb10","vb11","vb12","pol1","pol2","dis2","dis3","dis4","dis5","haipolis","haidem30","ed","q2","q3","q5a","q10","q10a","q10a1","q10b","q10c","q16","q14","q10d","q11","q12","q12a","haijen1","haijen2","haijen3","etid","haietida","leng1","www1","r1","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","ocup4a","ocup1","ocup1a","ocup1c","ti"
"2008","22","870","2203","78","2207","78","421","88","88","88","1","3","1","1","1","1","1.0","2.0","4.0","4.0","4.0","4.0","3.0","3.0","4.0","3.0","2.0","1.0","2.0","1.0","2.0","3.0",,,"3.0","1.0","2.0","3.0","4.0","4.0","4.0",,"1.0","2.0","4.0","2.0","2.0","3.0","2.0","2.0","2.0",,,,"0.0","0.0","0.0","1.0","2.0","2.0","3.0","1.0","3.0","5.0","5.0","7.0","6.0","3.0","3.0","4.0","5.0","6.0","4.0","3.0","5.0","4.0","3.0","6.0","6.0","7.0","5.0","5.0","4.0","3.0","2.0","2.0","3.0","4.0","6.0","2.0","3.0","2.0","1.0","3.0","2.0","3.0","5.0","1.0","2.0","3.0","1.0","3.0","5.0","6.0","6.0","7.0","6.0","4.0","3.0","4.0","5.0","6.0","7.0","7.0","5.0","6.0","6.0","7.0","1.0","2.0","8.0","7.0","5.0","2.0","3.0","2.0","1.0","2.0","4.0","3.0","2.0","5.0","6.0","2.0","2.0","2.0","2.0","2.0","1.0","2.0","3.0","0.0","0.0",,,,"0.0","0.0","0.0","1.0","2.0","1","8","1","1","8","1.0","1.0","2201.0","2.0","2.0",,,"3.0","4.0","2.0","2.0","2.0","2.0","2.0","2.0","0.0","41","4.0","5.0","1.0","1.0","1.0","2.0","2.0","4.0","1.0","3.0","3.0","6.0","6.0","1.0","2.0",,"4.0","4.0","2201.0","5.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","9.0","4.0","2.0","40.0"
"2008","22","871","2203","78","2207","78","421","88","88","88","1","3","1","1","1","1","1.0","1.0","2.0","4.0","4.0","5.0","3.0","3.0","5.0","3.0","2.0","2.0","2.0","2.0","2.0",,"4.0","4.0","4.0","2.0","2.0","4.0","4.0","4.0","3.0",,"4.0","2.0","3.0","2.0","3.0","3.0","2.0","2.0","2.0",,,,"0.0","0.0","0.0","1.0","2.0","2.0","2.0","1.0","6.0","5.0","7.0","7.0","5.0","5.0","4.0","3.0","5.0",,"6.0","6.0","7.0","7.0","6.0","6.0","6.0","7.0","4.0","5.0","3.0","2.0","2.0","1.0","1.0","2.0","4.0","4.0","3.0","2.0","5.0","6.0","4.0","3.0","4.0","3.0","2.0","4.0","6.0","4.0","3.0","5.0","6.0","6.0","7.0","7.0","6.0","6.0","7.0","5.0","6.0","5.0","5.0","6.0","6.0","7.0","3.0","4.0","10.0","9.0","7.0","5.0","4.0","3.0","2.0","3.0","9.0","6.0","4.0","3.0","3.0","1.0","2.0","2.0","2.0","4.0","2.0","2.0","3.0","0.0","0.0",,,,"0.0","0.0","0.0","1.0","2.0","1","8","1","1","8","1.0","1.0","77.0","2.0","2.0",,,"4.0","5.0","2.0","2.0","2.0","2.0","2.0","2.0","12.0","39","1.0","1.0","0.0","1.0","1.0","1.0","1.0","4.0","2.0","3.0","2.0","4.0","3.0","1.0","2.0",,"4.0","4.0","2201.0","5.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","3.0",,,,"38.0"
"2008","22","1133","2204","8","2201","8","55","114","114","114","1","3","1","21","2","1","1.0","4.0","4.0","4.0","4.0",,"2.0",,"5.0",,"2.0","2.0","2.0",,,"2.0",,"3.0","3.0","3.0","4.0","4.0","4.0","4.0","4.0",,"4.0","4.0","3.0",,"6.0","2.0",,,"2.0",,,,"0.0","0.0","0.0",,"4.0","3.0","4.0",,,"4.0","3.0","5.0","2.0","3.0","6.0","2.0","1.0","3.0","1.0","2.0","3.0","4.0","4.0","6.0","7.0","5.0","5.0","2.0","1.0","3.0","3.0","4.0","1.0","1.0","1.0","2.0","3.0","3.0","4.0","5.0","6.0","7.0",,"4.0","5.0","3.0","1.0","3.0","3.0","4.0","5.0","6.0","7.0","1.0","1.0","2.0","4.0","3.0","3.0","3.0","1.0","3.0","1.0","1.0",,,"6.0","4.0","4.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","3.0",,"2.0","2.0","3.0",,,,"0.0","0.0",,,,,,,"0.0","4.0","8","8","8","8","8","2.0","2.0",,,"2.0",,,"4.0","4.0","2.0","2.0","2.0","2.0","2.0","2.0","11.0","20","1.0","1.0",,"2.0",,,"4.0",,"1.0","4.0","3.0","5.0","3.0","1.0","1.0",,"4.0","4.0","2201.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","3.0",,,,"45.0"
"2008","22","872","2203","78","2207","78","421","88","88","88","1","3","1","1","1","1","1.0","1.0","1.0","4.0","4.0","4.0","3.0","3.0","4.0","3.0","2.0","2.0","2.0","2.0","2.0","4.0","4.0","5.0","2.0","4.0","4.0","2.0","4.0","4.0","4.0",,"3.0","3.0","3.0","2.0","6.0","2.0","2.0","2.0","2.0",,,,"0.0","0.0","0.0","1.0","3.0","1.0","3.0","3.0","5.0","5.0","3.0","2.0","5.0","5.0","3.0","3.0","2.0","3.0","4.0","4.0","2.0","2.0","2.0","4.0","5.0","4.0","3.0","3.0","2.0","3.0","3.0","2.0","3.0","2.0","3.0","2.0","5.0","2.0","4.0","4.0","5.0","2.0","4.0","4.0","4.0","4.0","3.0","4.0","4.0","5.0","3.0","5.0","5.0","5.0","5.0","5.0","5.0","4.0","7.0","5.0","2.0","4.0","4.0","7.0","4.0","3.0","9.0","10.0","5.0","2.0","2.0","2.0","2.0","3.0","7.0","7.0","7.0","7.0","2.0","2.0","2.0","2.0","2.0","4.0","2.0","1.0","1.0","0.0","0.0",,,,,,"1.0","0.0","1.0","1","8","1","1","8","2.0","2.0",,"2.0","2.0",,,"2.0","2.0","2.0","1.0","2.0","2.0","2.0","3.0","10.0","20","1.0","5.0",,"1.0","1.0","2.0","3.0","4.0","1.0","3.0","1.0","0.0",,"1.0","3.0",,"4.0","4.0","2201.0","4.0","1.0","1.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","4.0",,,,"39.0"
"2008","22","873","2203","82","2207","82","439","89","89","89","1","3","1","3","1","1","2.0","3.0","3.0","4.0","4.0","4.0","3.0","3.0","4.0","3.0","2.0","2.0","2.0","2.0","2.0","3.0","4.0","5.0","2.0","4.0","4.0","4.0","4.0","4.0","4.0",,"3.0","3.0","3.0","2.0","7.0","2.0","2.0","2.0","2.0",,,,"0.0","0.0","0.0","1.0","3.0","2.0","3.0","1.0","4.0","5.0","2.0","3.0","4.0","4.0","3.0","2.0","2.0","2.0","5.0","4.0","2.0","3.0","2.0","5.0","5.0","4.0","2.0","2.0","2.0","4.0","4.0","3.0","4.0","2.0","4.0","2.0","4.0","2.0","3.0","3.0","4.0","2.0","4.0","4.0","2.0","3.0","2.0","2.0","2.0","4.0","3.0","4.0","6.0","5.0","5.0","4.0","4.0","6.0","7.0","6.0","2.0","3.0","3.0","7.0","3.0","3.0","7.0","8.0","7.0","2.0","2.0","2.0","2.0","2.0","4.0","5.0","5.0","5.0","3.0","2.0","2.0","2.0","2.0","4.0","2.0","1.0","1.0","0.0","0.0",,,,,,"0.0","0.0","2.0","1","8","1","1","8","1.0","1.0","2201.0","2.0","2.0",,,"3.0","4.0","2.0",,"2.0","2.0","2.0","4.0","10.0","21","1.0","2.0",,"1.0","3.0","1.0","4.0",,,"3.0","1.0","0.0",,"1.0","2.0",,"4.0","4.0","2201.0","5.0","1.0","1.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","4.0",,,,"32.0"
"2008","22","874","2203","82","2207","82","439","89","89","89","1","3","1","3","1","1","21.0","3.0","4.0","4.0","4.0","5.0","3.0","3.0","5.0","2.0","2.0","2.0","2.0","1.0","2.0","2.0","1.0","1.0","2.0","4.0","4.0","3.0","4.0","4.0","4.0",,"2.0","4.0","4.0","2.0","8.0","3.0","2.0","2.0","2.0",,,,"0.0","0.0","0.0","1.0","2.0","1.0","3.0","1.0","6.0","4.0","3.0","3.0","2.0","3.0","3.0","2.0","3.0","4.0","5.0","4.0","3.0","4.0","4.0","5.0","6.0","7.0","6.0","4.0","4.0","3.0","5.0","6.0","4.0","3.0","2.0","4.0","3.0","4.0","5.0","6.0","4.0","3.0","5.0",,"2.0","2.0","7.0","4.0","3.0","6.0","5.0","4.0","5.0","6.0","7.0","4.0","3.0","2.0","4.0","3.0","4.0","3.0","5.0","6.0","2.0","2.0","8.0","6.0","5.0","3.0","5.0","6.0","7.0","3.0","8.0","5.0","4.0","3.0","3.0","2.0","2.0","1.0","2.0","4.0","2.0",,,"0.0","0.0",,,,,"0.0","0.0","1.0","3.0","8","8","8","1","8","1.0","1.0","2201.0","2.0","2.0",,,"4.0","4.0","2.0","2.0","2.0","2.0","2.0","1.0","0.0","40","1.0","2.0","0.0","2.0",,,"4.0",,"2.0","4.0",,"2.0","2.0","1.0","1.0",,"4.0","4.0","2201.0","5.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","10.0","4.0","2.0","33.0"
"2008","22","875","2203","82","2207","82","439","89","89","89","1","3","1","3","1","1","2.0","2.0","4.0","4.0","4.0","5.0","3.0","3.0","4.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0",,,"2.0","2.0","3.0","3.0","4.0","4.0","3.0",,"3.0","3.0","4.0","2.0","5.0","3.0","2.0","2.0","2.0",,,,"0.0","0.0","0.0","1.0","3.0","2.0","4.0","1.0","5.0","3.0","1.0","2.0","4.0","4.0","2.0","3.0","4.0","5.0","6.0","6.0","3.0","6.0","4.0","3.0","2.0","3.0","7.0","3.0","3.0","2.0","5.0","6.0","4.0","3.0","3.0","4.0","3.0","2.0","3.0","4.0","3.0","2.0","4.0","2.0","2.0","3.0","6.0","4.0","3.0","5.0","3.0","5.0","6.0","7.0","5.0","5.0","4.0","6.0","4.0","3.0","2.0","5.0","6.0","7.0","3.0","4.0","7.0","8.0","9.0","4.0","3.0","4.0","5.0","2.0","6.0","4.0","3.0","3.0","2.0","1.0","2.0","2.0","1.0","3.0","2.0","2.0","3.0","0.0","0.0",,,,,,"0.0","0.0","4.0","8","2","1","1","8","2.0","2.0",,"2.0","2.0",,,"4.0","5.0","2.0","2.0","2.0","2.0","2.0","1.0","12.0","28","1.0","2.0","1.0","2.0",,,"4.0",,"1.0","3.0",,"0.0",,"2.0",,,"4.0","4.0","2201.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0",,,,"30.0"
"2008","22","876","2203","82","2207","82","439","89","89","89","1","3","1","12","1","1","2.0","2.0","3.0","4.0","4.0","5.0","3.0",,"3.0",,"2.0","2.0","2.0","2.0","2.0","2.0","4.0","4.0","2.0","2.0","2.0","3.0","4.0","4.0","4.0",,"4.0","1.0","2.0","2.0","4.0","3.0","2.0","2.0","2.0",,,,"0.0","0.0","0.0","1.0","2.0","2.0","4.0","1.0","6.0","4.0","4.0","5.0","4.0","4.0","5.0","5.0","5.0","4.0","6.0","7.0","5.0","5.0","4.0","6.0","4.0","7.0","6.0","5.0","5.0","5.0","5.0","4.0","4.0","1.0","5.0","6.0","5.0","4.0","5.0","6.0","5.0","4.0","3.0","2.0","1.0","4.0","6.0","5.0","6.0","5.0","6.0","5.0","7.0","6.0","1.0","6.0","5.0","7.0","7.0","7.0","5.0","4.0","2.0","1.0","2.0","2.0","8.0","6.0","5.0","1.0","1.0","1.0","1.0","2.0","4.0","7.0","3.0","4.0","1.0","2.0","2.0","2.0","2.0",,"2.0","1.0","1.0","0.0","0.0",,,,,"1.0","0.0","0.0","2.0","8","1","1","1","8","1.0","1.0","2201.0","4.0","2.0",,,"4.0","4.0",,,"2.0","2.0","2.0",,"8.0","45","1.0","1.0","4.0","1.0","3.0","2.0","1.0","3.0",,"2.0","3.0","9.0","3.0","1.0","2.0",,"4.0","4.0","2201.0","5.0","1.0","1.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","3.0",,,,"31.0"
"2008","22","877","2203","82","2207","82","439","89","89","89","1","3","1","3","1","2","1.0","3.0","4.0","4.0","4.0","5.0","3.0","3.0","3.0","2.0","2.0","2.0","2.0","1.0","2.0","4.0","1.0","1.0","4.0","1.0","2.0","3.0","3.0","3.0","3.0","3.0","1.0","1.0","4.0","2.0","1.0","3.0","2.0","2.0","2.0",,,,"0.0","0.0","0.0","1.0","1.0","1.0","1.0","1.0","4.0","4.0","4.0","4.0","4.0","4.0","6.0","5.0","6.0","3.0","3.0","5.0","3.0","6.0","4.0","6.0","4.0","6.0","7.0","6.0","4.0","4.0","4.0","4.0","4.0","3.0","3.0","4.0","4.0","3.0","4.0","4.0","3.0","3.0","3.0","3.0","2.0","2.0","4.0","5.0","4.0","5.0","4.0","6.0","6.0","6.0","6.0","4.0","2.0","2.0","6.0","6.0","4.0","4.0","6.0","6.0","4.0","4.0","10.0","10.0","10.0","1.0","1.0","1.0","1.0","7.0","10.0","10.0","10.0","10.0","1.0","1.0","2.0","1.0","1.0","4.0","2.0","1.0","1.0","0.0","0.0",,,,,,"0.0","0.0","1.0","8","8","2","2","8","2.0","2.0",,"1.0","2.0",,,"4.0","5.0","2.0","2.0","2.0","2.0","2.0","4.0","8.0","28","2.0","2.0","0.0","1.0","1.0","1.0","2.0","2.0","1.0","3.0","1.0","1.0","1.0","1.0","2.0","1.0","4.0","4.0","2201.0","5.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","4.0",,,,"32.0"
"2008","22","878","2203","82","2207","82","439","89","89","89","1","3","1","3","1","2","3.0","4.0","4.0","4.0","4.0","4.0","2.0","2.0","4.0","2.0","2.0","2.0","2.0","1.0","1.0","4.0","5.0","5.0","4.0","1.0","4.0","4.0","4.0","4.0","2.0","4.0","4.0","1.0","4.0","2.0","1.0","3.0","2.0","2.0","2.0",,,,"0.0","0.0","0.0","1.0","1.0","1.0","2.0","1.0","4.0","2.0","2.0","1.0","1.0","3.0","1.0","1.0","1.0","1.0","1.0","4.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","7.0","1.0","7.0","7.0","1.0","1.0","5.0","5.0","4.0","5.0","2.0","2.0","2.0","4.0","2.0","5.0","2.0","5.0","5.0","6.0","6.0","7.0","7.0","7.0","6.0","6.0","6.0","6.0","1.0","1.0","10.0","10.0","10.0","10.0","5.0","5.0","5.0","10.0","10.0","10.0","10.0","10.0","1.0","2.0","2.0","2.0","1.0","4.0","2.0","1.0","1.0","0.0","0.0",,,,,,"0.0","0.0","1.0","1","2","2","1","8","1.0","2.0",,"3.0","2.0",,,"4.0","5.0","2.0","2.0","2.0","2.0","1.0","2.0","6.0","26","1.0","5.0","0.0","2.0",,,"4.0",,"2.0","4.0","1.0","2.0","2.0","2.0",,,"4.0","4.0","2201.0","5.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0",,,,"31.0"
"2008","22","879","2203","82","2207","82","439","89","89","89","1","3","1","3","1","2","4.0","1.0","1.0","4.0","4.0","4.0","3.0",,"4.0","3.0","2.0","2.0","2.0","2.0","2.0","3.0","4.0","5.0","2.0","1.0","4.0","2.0","4.0","4.0","4.0","2.0","2.0","3.0","3.0","2.0","6.0","3.0","2.0","2.0","2.0",,,,"0.0","0.0","0.0","1.0","3.0","1.0","2.0",,"3.0","4.0","3.0","3.0","3.0","3.0","3.0","1.0","1.0","2.0","4.0","5.0","2.0","2.0","2.0","5.0","5.0","5.0","4.0","4.0","1.0","2.0","2.0","2.0","3.0","1.0","3.0","2.0","4.0","2.0","3.0","3.0","4.0","3.0","4.0","4.0","3.0","3.0","2.0","2.0","2.0","5.0","3.0","4.0","5.0","5.0","5.0","4.0","4.0","7.0","7.0","7.0","2.0","4.0","4.0","7.0","3.0","3.0","7.0","9.0","7.0","2.0","1.0","1.0","1.0","2.0","7.0","7.0","7.0","7.0","1.0","2.0","2.0","2.0","2.0","4.0","2.0","2.0","2.0","0.0","0.0",,,,,,"0.0","0.0","2.0","1","8","2","1","8","2.0","2.0",,"4.0","2.0",,,"3.0","4.0",,,"2.0","2.0","2.0","4.0","9.0","19","1.0","2.0","4.0","1.0","1.0","2.0","3.0","4.0","2.0","3.0","1.0","0.0",,"1.0","3.0",,"4.0","4.0","2201.0","4.0","1.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.0",,,,"33.0"
"2008","22","880","2203","82","2207","82","439","89","89","89","1","3","1","3","1","2","2.0","2.0","3.0","4.0","4.0","4.0","3.0","3.0","4.0","3.0","2.0","2.0","2.0","2.0","2.0",,"1.0","1.0","2.0","2.0","2.0","4.0","4.0","4.0","4.0","4.0","2.0","2.0","2.0","2.0","4.0","3.0","2.0","2.0","2.0",,,,"0.0","0.0","0.0","1.0","2.0","2.0","2.0","1.0","6.0","6.0","5.0",,"4.0","5.0","4.0","5.0","4.0","4.0","5.0","7.0","5.0","5.0","5.0","6.0","4.0","7.0","5.0","6.0","4.0","5.0","4.0","5.0","5.0","2.0","6.0","5.0","4.0","5.0","6.0","5.0","6.0","5.0","3.0","2.0","2.0","4.0","6.0","5.0","6.0","5.0","6.0","5.0","4.0","3.0","2.0","6.0","6.0","7.0","7.0","5.0","4.0","3.0","2.0","1.0","2.0","2.0","9.0","7.0","6.0","1.0","2.0","1.0","1.0","1.0","5.0","6.0","5.0","5.0","1.0","2.0","2.0","2.0","2.0","4.0",,"2.0","2.0","0.0","0.0",,"1.0",,,"1.0","0.0","0.0","2.0","1","1","1","1","8","1.0","1.0","2201.0","2.0","2.0",,,"3.0","2.0","1.0","1.0","2.0","2.0","2.0","2.0","7.0","56","1.0","2.0","4.0","1.0","1.0","2.0","1.0","3.0",,"2.0","2.0","2.0","2.0","1.0","1.0",,"4.0","4.0","2201.0","5.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.0",,,,"43.0"
"2008","22","881","2203","82","2207","82","434","90","90","90","2","5","1","2","1","2","2.0","4.0","4.0","4.0","4.0","4.0","3.0",,"4.0","3.0","2.0","2.0","2.0","2.0","2.0","4.0","4.0","4.0","4.0","2.0","4.0","4.0","4.0","4.0","4.0","2.0","2.0","2.0","2.0","1.0","5.0","3.0","2.0","2.0","2.0",,,,"0.0","0.0","0.0","1.0","3.0",,,"1.0",,"4.0","2.0","2.0","4.0",,"3.0","2.0","1.0","2.0","4.0","2.0","2.0","2.0","2.0","5.0","5.0","7.0","2.0","3.0","1.0","2.0","2.0","2.0","3.0","1.0","3.0","2.0","5.0","2.0","2.0","4.0","2.0","2.0","4.0","4.0","3.0",,"2.0","2.0","2.0","5.0","2.0","5.0","4.0","4.0","4.0","4.0",,"5.0","7.0","5.0","1.0","4.0","4.0","7.0","3.0","3.0","7.0","10.0","5.0","1.0","1.0","1.0","1.0","1.0","7.0","8.0","7.0","7.0","1.0","2.0","2.0","2.0","2.0","4.0","2.0","2.0","2.0","0.0","0.0",,,,,,"0.0","0.0","2.0","8","8","2","1","8","2.0","2.0",,"4.0","2.0",,,"4.0","5.0",,,"2.0","2.0","2.0","3.0","7.0","20","2.0","2.0","4.0","1.0","1.0","1.0","4.0",,"2.0","3.0","1.0","0.0",,"1.0","2.0",,"4.0","4.0","2201.0","5.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.0",,,,"31.0"
"2008","22","882","2203","82","2207","82","434","90","90","90","2","5","1","2","1","2","1.0","4.0","4.0","4.0","4.0","4.0","3.0",,"3.0","2.0","2.0","2.0","2.0","2.0","2.0","3.0","4.0","5.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","2.0","3.0","3.0","2.0",,"3.0","2.0","2.0","1.0","2.0",,"1.0","0.0","1.0","0.0","1.0","2.0","1.0","3.0",,"4.0","4.0","4.0","4.0","4.0","4.0","1.0","1.0","1.0","4.0","3.0","5.0","1.0","1.0","1.0","4.0","4.0","4.0","3.0","1.0","1.0","2.0","3.0","2.0","3.0","1.0","3.0","1.0","4.0","1.0","1.0","4.0","4.0","3.0","5.0","4.0","3.0","3.0","4.0","4.0","4.0","5.0","3.0","4.0","5.0","4.0","5.0","4.0",,"4.0","7.0","4.0","2.0","4.0","4.0","7.0","4.0","4.0","7.0","10.0","4.0","2.0","2.0","2.0","2.0","2.0","7.0","7.0","7.0","7.0","4.0","1.0","1.0","1.0","2.0","4.0","2.0","1.0","1.0","0.0","0.0",,,,,,"0.0","0.0","1.0","8","8","2","1","8","1.0","1.0","2201.0","4.0","2.0",,,"3.0","4.0",,,"2.0","2.0","2.0","3.0","6.0","57","1.0","1.0","5.0","1.0","1.0","1.0","3.0","3.0","1.0","3.0","2.0","4.0","2.0","1.0","1.0",,"4.0","4.0","2201.0","5.0","1.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.0",,,,"35.0"
"2008","22","883","2203","82","2207","82","434","90","90","90","2","5","1","2","1","2","3.0","2.0","3.0","4.0","4.0","4.0","3.0","1.0","4.0","1.0","2.0","2.0","2.0","1.0","2.0","1.0","4.0","4.0","2.0","1.0","2.0","3.0","4.0","4.0","4.0","4.0","4.0","1.0","2.0","2.0","3.0","3.0","2.0","2.0","2.0",,,,"0.0","0.0","0.0","1.0","2.0","2.0","2.0","1.0","6.0","4.0","4.0","5.0","4.0","5.0","4.0","5.0","4.0","4.0","6.0","5.0","7.0","5.0","5.0","4.0","5.0","5.0","6.0","5.0","5.0","4.0","5.0","5.0","5.0","1.0","5.0","5.0","4.0","5.0","4.0","4.0","4.0","4.0","4.0","1.0","1.0","1.0","4.0","4.0","4.0","7.0","7.0","5.0","7.0","5.0","6.0","6.0","5.0","6.0","6.0","6.0","6.0","4.0","5.0","4.0","2.0","1.0","7.0","6.0","5.0","1.0","1.0","1.0","1.0","1.0","4.0","4.0","6.0","8.0","1.0","2.0","2.0","2.0","2.0","4.0","2.0","2.0","2.0","0.0","0.0",,,,,"1.0","0.0","0.0","2.0","8","8","8","8","8","1.0","1.0","2201.0","2.0","2.0",,,"3.0","4.0","2.0","2.0","2.0","2.0","2.0",,"5.0","54","2.0","2.0","3.0","2.0",,,"4.0",,"2.0","2.0","2.0","3.0","3.0","1.0","1.0",,"4.0","4.0","2201.0","5.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.0",,,,"43.0"
"2008","22","884","2203","82","2207","82","434","90","90","90","2","5","1","2","1","2","3.0","1.0","3.0","3.0","4.0","5.0","3.0","3.0","4.0","3.0","2.0","2.0","2.0","2.0","2.0","5.0","1.0","1.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","1.0","1.0","1.0","2.0",,"3.0",,,"2.0",,,,"0.0","0.0","0.0","1.0","1.0","1.0","1.0","1.0","5.0","4.0","4.0","5.0","4.0","5.0","4.0","4.0","6.0","5.0","6.0","4.0","4.0","4.0","5.0","4.0","4.0","5.0","4.0","5.0","1.0","2.0","1.0","2.0","1.0","1.0","1.0","2.0","3.0","1.0",,"6.0","1.0","1.0","4.0","5.0","3.0",,,"2.0","2.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","1.0","4.0","4.0","4.0","3.0","4.0","4.0","5.0","1.0","1.0","8.0","8.0","8.0","6.0","4.0","4.0","4.0","3.0","10.0","10.0","10.0","10.0","1.0","2.0","2.0","2.0","1.0","4.0","2.0","1.0","1.0","0.0","0.0",,,,,,"0.0","0.0","3.0","8","8","8","8","8","2.0","2.0",,"4.0","2.0",,,"4.0","5.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","26","4.0","5.0","0.0","2.0",,,"4.0",,"2.0","4.0",,"0.0",,"2.0",,,"4.0","4.0","2201.0",,"0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.0",,,,"35.0"
"2008","22","885","2203","82","2207","82","434","90","90","90","2","5","1","2","1","2","4.0","1.0","4.0","4.0","4.0","5.0","3.0","3.0","4.0","3.0","2.0","2.0","2.0","2.0","2.0","4.0","4.0","4.0","3.0","2.0","4.0","4.0","4.0","4.0","4.0","4.0","1.0","1.0","3.0","2.0",,"3.0",,,"2.0",,,,"0.0","0.0","0.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0",,"2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","7.0","1.0",,"7.0","1.0","1.0","5.0","5.0","3.0","5.0","1.0",,,"7.0","4.0","4.0","4.0","4.0","5.0","4.0","4.0","7.0","7.0","7.0","4.0","5.0","5.0","6.0","1.0","1.0","10.0","10.0","10.0","10.0","10.0","10.0","10.0","10.0","10.0","6.0","10.0","10.0","10.0","3.0","2.0","2.0","1.0","1.0","2.0","1.0","1.0","0.0","0.0",,,,,,"0.0","0.0","2.0","1","8","2","1","8","2.0","2.0",,"4.0","2.0",,,"1.0","1.0","2.0","2.0","2.0","2.0","2.0","4.0","11.0","29","1.0","5.0","5.0","2.0",,,"4.0",,"1.0","4.0","1.0","1.0","1.0","1.0","5.0",,"4.0","4.0","2201.0","5.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0",,,,"32.0"
