"year","cluster","idnum","fecha","pais","estratopri","upm","prov","municipio","cosdistrito","cossegmento","cossec","tamano","ur","idiomaq","q1","ls3","a4","soct1","soct2","soct3","idio1","idio2","idio3","cp2","cp4a","cp4","np1","np2","muni10","sgl1","cp5","cp6","cp7","cp8","cp9","cp13","cp20","ls6","ls6a","it1","l1","prot3","prot4","y4","jc1","jc10","jc13","jc15a","jc16a","vic1ext","vic1exta","vic2","vic2aa","vic1hogar","aoj8","aoj11","aoj11a","aoj12","aoj17","b1","b2","b3","b4","b6","b10a","b11","b13","b14","b18","b20","b20a","b21","b21a","b31","b32","b43","b17","b37","b47","b48","n1","n3","n9","n11","n12","n15","wt1","wt2","m1","m2","pop101","pop102","pop103","pop107","pop113","eff1","eff2","ing4","dem23","ros1","ros2","ros3","ros4","ros5","ros6","pn4","pn5","e5","e8","e11","e15","e14","e3","e16","d1","d2","d3","d4","d5","d6","dem2","dem11","aut1","pp1","pp2","exc2","exc6","exc11a","exc11","exc13a","exc13","exc14a","exc14","exc15a","exc15","exc16a","exc16","exc18","exc7","per1","per2","per3","per4","per5","per6","per7","per8","per9","per10","crisis1","crisis2","vb1","vb2","vb3","vb10","vb11","pol1","vb20","clien1","clien2","ed","edlevel","edyear","q2","y1","y2","y3","haicr1","q3c","q3ca","q5a","q5b","q10","q10a","q10b","q10a3","q10c","q16","q14","q10d","q10e","q10f","q11","q12","q12a","etid","cosetida","leng1","www1","gi0","gi1","gi3","gi4","r1","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","r16","r18","ocup4a","ocup1a","ocup1b1","ocup1b2","pen1","pen3","pen4","sal1","sal2","sal4","colorr","intid","sexi","colori","ti","ti3","annotations"
"2010","91","621","13480000000.0","6","602","201","2","201","201011","20101188","0","4","1","1","1","1.0","3.0","3.0","2.0","1.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0",,"3.0","4.0","2.0","4.0","4.0","4.0","4.0",,"8.0","8.0","1.0",,"2.0",,,"2.0","2.0","1.0","2.0","2.0","2.0",,,,"2.0","2.0","1.0","1.0","4.0","4.0","1.0","7.0","7.0","1.0","1.0","3.0","3.0","1.0","1.0","3.0","5.0",,"3.0","5.0","5.0","3.0","7.0","3.0","5.0","5.0","5.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","3.0","3.0","1.0","1.0","1.0","7.0","7.0","1.0","1.0","1.0","1.0","1.0","7.0","7.0","7.0","7.0","7.0","3.0","2.0","10.0","10.0","1.0","1.0","1.0","1.0","10.0","10.0","10.0","10.0","10.0","10.0","1.0","2.0","1.0","2.0","4.0","2.0","0.0","0.0","0.0",,"1.0","0.0","0.0",,"1.0","0.0","0.0",,"1.0","2.0","7.0","7.0","7.0","1.0","7.0","7.0","7.0","1.0","7.0","1.0","2.0","7.0","1.0","1.0","77.0","1.0","604.0","2.0","3.0","3.0",,"8.0","2","2.0","27",,,,,"1.0","101.0","3.0","1.0",,"2.0",,,"4.0",,"2.0","2.0","2.0",,"1.0","1","0.0","2.0","2.0","601.0","5.0","1.0","1.0","1.0","1.0","1","1","1","1","1","1","1","0","1","1","1","0","0","1.0","4.0","3.0","2.0","2.0",,,"2.0",,,"6","3","2","5","13480000000.0","706.0",
"2010","91","622","13480000000.0","6","602","201","2","201","201011","20101188","0","4","1","1","1","1.0","5.0","3.0",,,"2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0",,"3.0","2.0","2.0","4.0","2.0","4.0","1.0",,"8.0","5.0","2.0","5.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","2.0",,,,"1.0","2.0","1.0","1.0","2.0","2.0","1.0","1.0","4.0","7.0","7.0","7.0","7.0","7.0","5.0","1.0","4.0","5.0","4.0","4.0","5.0","1.0","7.0","4.0","4.0","3.0","3.0","3.0","2.0","3.0",,,"4.0","5.0","3.0","3.0","3.0","7.0","2.0","1.0","7.0","7.0","1.0","7.0","7.0","7.0","2.0","7.0","7.0","1.0","1.0","7.0","2.0","2.0",,"10.0","10.0","1.0","1.0","3.0","1.0","2.0","3.0","4.0","2.0","4.0",,"2.0","1.0","2.0","4.0","1.0","0.0","0.0","0.0",,"0.0",,"0.0",,"0.0",,"0.0",,"0.0","1.0","7.0","5.0","7.0","7.0","4.0","7.0","7.0","4.0","7.0","5.0","2.0","5.0","1.0","1.0",,"2.0",,"4.0","3.0","3.0",,"2.0","1","2.0","69",,,,,"1.0","101.0","1.0","1.0","4.0","2.0",,,"4.0",,"2.0","2.0","2.0",,"2.0","5","0.0","1.0","2.0","601.0","5.0","1.0",,"1.0","1.0","1","1","1","0","0","1","0","0","1","1","0","0","0","6.0",,"3.0","2.0","2.0",,,"1.0","1.0","2.0","6","6","2","8","13480000000.0","2901.0",
"2010","91","623","13480000000.0","6","602","201","2","201","201011","20101188","0","4","1","1","1","1.0","5.0","3.0","2.0","2.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0",,"4.0","4.0","1.0","4.0","4.0","4.0","4.0",,"6.0","6.0","3.0","5.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","2.0",,,,"2.0","1.0","2.0","1.0","4.0","3.0","1.0","1.0","1.0","7.0","1.0","1.0","1.0","1.0","1.0","1.0","7.0","1.0","1.0","1.0","1.0","5.0","7.0","2.0","4.0","5.0","4.0","4.0","4.0","4.0","4.0","4.0","5.0","5.0","5.0","3.0","3.0","1.0","1.0","1.0","1.0","1.0","1.0","3.0","7.0","1.0","7.0","7.0","7.0","7.0","7.0","7.0","2.0","2.0","10.0","10.0","10.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","5.0","4.0","1.0","2.0","2.0","2.0","4.0","2.0","0.0","0.0","0.0",,"1.0","0.0","0.0",,"1.0","0.0","0.0",,"0.0","2.0","7.0","1.0","7.0","4.0","7.0","1.0","7.0","1.0","7.0","1.0","1.0","1.0","1.0","1.0","602.0","1.0","602.0","2.0","2.0","3.0",,"8.0","2","2.0","59",,,,,"1.0","101.0","5.0","1.0","5.0","2.0",,,"4.0",,"2.0","3.0","2.0",,"2.0","1","0.0","1.0","1.0","601.0","5.0","1.0","1.0","1.0","1.0","1","1","1","1","0","1","1","0","1","1","0","0","0","1.0","2.0","3.0","2.0","2.0",,,"1.0","1.0","1.0","5","14","2","3","13480000000.0","829.0",
"2010","91","624","13480000000.0","6","602","201","2","201","201011","20101188","0","4","1","1","1","1.0","5.0","3.0","2.0","2.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0",,"3.0","4.0","1.0","4.0","4.0","4.0","4.0",,"5.0","7.0","3.0","5.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","2.0",,,,"2.0","1.0","2.0","1.0","4.0","3.0","4.0","3.0","4.0","7.0","4.0","4.0","5.0","4.0","5.0","5.0","7.0","3.0","5.0","4.0","5.0","3.0","7.0","4.0","6.0","6.0","1.0","3.0","4.0","3.0","4.0","3.0","4.0","5.0","5.0","5.0","5.0","1.0","1.0","1.0","1.0","1.0","1.0","3.0","7.0","1.0","7.0","7.0","7.0","7.0","7.0","7.0","3.0","2.0","10.0","10.0","10.0","1.0",,"4.0","3.0","4.0","5.0","6.0","4.0","1.0","1.0","2.0","2.0","2.0","4.0","2.0","0.0","0.0","0.0",,"0.0",,"0.0",,"1.0","0.0","0.0",,"0.0","1.0","4.0","3.0","5.0","3.0","4.0","5.0","7.0","1.0","4.0","4.0","1.0","2.0","1.0","2.0",,"2.0",,"4.0","1.0","3.0",,"3.0","1","3.0","73",,,,,"1.0","101.0","3.0","1.0","2.0","2.0",,,"4.0",,"2.0","2.0","2.0",,"2.0","2","0.0","1.0","1.0","601.0","5.0","2.0","1.0","1.0","1.0","1","1","1","1","0","1","1","0","1","1","0","0","0","6.0",,"3.0","2.0","2.0",,,"1.0",,"1.0","5","14","2","3","13480000000.0","657.0",
"2010","91","625","13480000000.0","6","602","201","2","201","201011","20101188","0","4","1","1","1","2.0","5.0","5.0","2.0","1.0","2.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0",,"3.0","4.0","1.0","4.0","4.0","4.0","4.0",,"10.0","10.0","1.0","10.0","2.0",,,,,,"2.0","2.0","2.0",,,,"2.0","1.0","1.0","1.0","4.0","1.0","4.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0",,"7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","4.0","4.0","3.0","3.0",,"1.0","1.0","7.0","1.0","7.0","7.0","7.0","1.0","7.0","7.0","7.0","7.0","7.0","7.0","1.0","1.0","10.0","10.0","10.0","1.0","1.0","1.0","1.0","10.0","10.0","10.0","10.0",,"1.0","2.0","2.0","2.0","4.0","2.0","0.0","0.0","0.0",,"1.0","0.0","0.0",,"1.0","0.0","1.0","0.0","0.0","2.0","7.0","1.0","7.0","1.0","7.0","4.0","7.0","1.0","7.0",,"2.0","2.0","1.0","1.0",,"1.0","602.0","1.0","2.0","3.0",,"17.0","3","5.0","49",,,,,"1.0","101.0","3.0","1.0","3.0","2.0",,,"4.0",,"2.0","2.0","2.0",,"2.0","2","2.0","1.0","1.0","601.0",,"1.0","1.0","1.0","1.0","1","1","1","1","0","1","1","1","1","1","1","1","1","1.0","2.0","3.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","5","4","2","2","13480000000.0","884.0",
"2010","91","626","13480000000.0","6","602","201","2","201","201011","20101188","0","4","1","1","2","1.0","5.0","4.0","2.0","3.0","3.0","1.0","1.0","2.0","2.0","2.0","1.0","2.0",,"3.0","4.0","1.0","1.0","4.0","4.0","4.0","4.0","10.0","10.0","1.0","5.0","2.0",,,"1.0","1.0","1.0","1.0","1.0","2.0",,,,"2.0","1.0","1.0","1.0","4.0","3.0","1.0","7.0","7.0","7.0","7.0","1.0","1.0","1.0","1.0","1.0","1.0","7.0","1.0","1.0","1.0","1.0","7.0","1.0","1.0","1.0","1.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","2.0","4.0","1.0","1.0","1.0","1.0","7.0","1.0","7.0","7.0","1.0","7.0","7.0","7.0","7.0","7.0","7.0","2.0","1.0","10.0","10.0","10.0","10.0","10.0","1.0","1.0","10.0","10.0","10.0","10.0","10.0","10.0","2.0","2.0","2.0","4.0","2.0","0.0","0.0","0.0",,"1.0","0.0","0.0",,"0.0",,"1.0","0.0","0.0","1.0","7.0","1.0","7.0","7.0","7.0","1.0","7.0","1.0","7.0","7.0","2.0","7.0","1.0","2.0",,"1.0","601.0","1.0","2.0","3.0",,"5.0","1","5.0","31",,,,,"2.0","204.0","2.0","1.0","3.0","2.0",,,"4.0",,"2.0","3.0","3.0","4.0","2.0","3","3.0","1.0","1.0","601.0","5.0","5.0",,"1.0","1.0","1","1","1","1","0","1","1","1","1","1","0","0","0","1.0","4.0","3.0","1.0","2.0",,,"2.0",,,"5","4","2","2","13480000000.0","651.0",
"2010","92","627","13480000000.0","6","603","201","2","201","201120","20112024","0","5","2","1","1","3.0","5.0","3.0","1.0","2.0","3.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0",,"3.0","1.0","4.0","4.0","4.0","4.0","4.0",,"5.0","5.0","4.0","5.0","2.0",,,"1.0","1.0","1.0","1.0","1.0","2.0",,,,"1.0","2.0","4.0","1.0","4.0","2.0","4.0","5.0","1.0","7.0","7.0","7.0","7.0","1.0","7.0","1.0","7.0","7.0","1.0","7.0","7.0","5.0","7.0","7.0","7.0","5.0","5.0","2.0","7.0","5.0","6.0","1.0","4.0","5.0","3.0","3.0","3.0","7.0","2.0","3.0","1.0","1.0","1.0","7.0","7.0","7.0","2.0","7.0","7.0","7.0","7.0","7.0","3.0","2.0","1.0","10.0","10.0","1.0","1.0","3.0","4.0","7.0","10.0","1.0","1.0","1.0","1.0","2.0","1.0","2.0","4.0","2.0","0.0","0.0","0.0",,"1.0","0.0","0.0",,"0.0",,"0.0",,"1.0","2.0","7.0","1.0","7.0","1.0","7.0","1.0","7.0","1.0","7.0","3.0","2.0","3.0","1.0","1.0","602.0","1.0","604.0","4.0","3.0","3.0",,"9.0","2","3.0","30",,,,,"1.0","101.0","1.0","1.0","0.0","2.0",,,"4.0",,"2.0","4.0","2.0",,"3.0","5","3.0","2.0","2.0","601.0","4.0","1.0","1.0","1.0","1.0","1","1","0","0","0","1","0","0","1","1","0","0","0","1.0","4.0","1.0","2.0","2.0",,,"2.0",,,"7","6","2","8","13480000000.0","2409.0",
"2010","92","628","13480000000.0","6","603","201","2","201","201120","20112024","0","5","2","1","1","1.0","5.0",,,,"4.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0",,"4.0","4.0","2.0","1.0","4.0","4.0","4.0",,"10.0","10.0","1.0",,"2.0",,,"1.0","1.0","1.0","1.0","1.0","2.0",,,,"2.0","2.0","1.0","2.0","1.0","1.0","1.0","7.0","4.0","4.0","4.0","1.0","1.0","1.0","1.0","4.0","7.0","7.0","5.0","1.0","1.0","1.0","7.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","5.0","5.0",,,"1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","7.0","7.0","7.0","7.0","7.0","7.0","4.0","4.0","10.0","10.0","1.0","1.0","1.0","1.0","1.0","10.0","10.0","10.0","10.0","10.0","1.0","2.0","1.0","2.0","4.0","2.0","0.0","0.0","0.0",,"1.0","0.0","0.0",,"0.0",,"0.0",,"0.0","1.0","7.0","1.0","7.0","1.0","7.0","5.0","7.0","1.0","7.0","1.0","2.0","2.0","1.0","2.0",,"2.0",,"4.0","1.0","3.0",,"6.0","1","6.0","68",,,,,,,"2.0","1.0","5.0","2.0",,,"4.0",,"2.0","3.0","3.0","3.0","6.0","2","0.0","1.0","1.0","601.0","5.0","1.0","1.0","1.0","1.0","1","0","0","0","0","0","0","0","1","0","0","0","0","1.0","4.0","3.0","2.0","2.0",,,"1.0","1.0","1.0","5","4","2","2","13480000000.0","623.0",
"2010","92","629","13480000000.0","6","603","201","2","201","201120","20112024","0","5","2","1","2","2.0","5.0","3.0","3.0","1.0","2.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0",,"1.0","4.0","1.0","1.0","4.0","4.0","4.0","4.0","10.0","10.0","1.0",,"2.0",,,"2.0","2.0","2.0","2.0","2.0","2.0",,,,"1.0","1.0","1.0","1.0","1.0","3.0","4.0","7.0","7.0","7.0","1.0","1.0","1.0","1.0","1.0","4.0","7.0","7.0","1.0","1.0","1.0","1.0","7.0","1.0","1.0","1.0","1.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","3.0","3.0","1.0","1.0","1.0","1.0","1.0","1.0","4.0","7.0","1.0","7.0","7.0","7.0","7.0","7.0","7.0","1.0","1.0","5.0","10.0","10.0","1.0","1.0","1.0","4.0","10.0","10.0","10.0","10.0","10.0","1.0","2.0","2.0","2.0","4.0","2.0","0.0","0.0","0.0",,"0.0",,"0.0",,"1.0","0.0","1.0","0.0","0.0","1.0","7.0","1.0","7.0","4.0","7.0","1.0","7.0","1.0","7.0","1.0","2.0","7.0","1.0","1.0","603.0","1.0","604.0","1.0","2.0","3.0",,"5.0","1","5.0","37",,,,,"1.0","101.0","2.0","1.0","4.0","2.0",,,"1.0","1.0","2.0","2.0","3.0","2.0","2.0","2","2.0","1.0","1.0","601.0","5.0","1.0",,"1.0","1.0","1","1","1","1","0","1","1","1","1","1","0","0","0","5.0",,"3.0","2.0","2.0",,,"1.0","1.0","1.0","5","4","2","2","13480000000.0","661.0",
"2010","92","630","13480000000.0","6","603","201","2","201","201120","20112024","0","5","2","1","2","1.0","5.0","3.0","2.0","1.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0",,"3.0","4.0","1.0","3.0","4.0","4.0","4.0","4.0",,,"2.0","5.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","2.0",,,,"2.0","1.0","2.0","1.0","3.0","3.0","5.0","6.0","5.0","6.0","5.0","4.0","5.0","5.0","5.0","3.0","5.0","2.0","3.0","6.0","4.0","6.0","7.0","4.0","4.0","4.0","7.0","3.0","4.0","3.0","3.0","4.0","3.0","1.0","1.0","2.0","2.0","4.0","4.0","4.0","2.0","2.0","1.0","1.0","4.0","4.0","6.0","6.0","6.0","5.0","5.0","5.0","2.0","2.0","8.0","7.0","6.0","4.0","1.0","1.0","7.0","5.0","5.0","5.0","3.0","4.0","1.0",,"1.0","2.0","4.0","2.0","0.0","0.0","0.0",,"0.0",,"0.0",,"0.0",,"1.0",,"0.0","2.0","7.0","3.0","5.0","3.0","7.0","3.0","6.0","2.0","6.0","7.0","2.0","3.0","1.0","2.0",,"2.0",,"4.0","3.0","3.0",,"9.0","2","3.0","29",,,,,"1.0","101.0","5.0","2.0","6.0","2.0",,,"4.0",,"2.0","2.0","1.0",,"2.0","1","1.0","1.0","1.0","601.0","5.0","1.0","1.0","1.0","1.0","1","1","1","1","0","1","1","1","1","1","0","0","0","5.0",,"3.0","2.0","2.0",,,"1.0","1.0",,"97","14","2","3","13480000000.0","1052.0",
"2010","92","631","13480000000.0","6","603","201","2","201","201120","20112024","0","5","2","1","2","1.0","70.0","3.0","1.0","1.0","2.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0",,"3.0","4.0","3.0","2.0","4.0","4.0","4.0","4.0","5.0","5.0","2.0",,"2.0",,,,,,"2.0","2.0","2.0",,,,"2.0","1.0","2.0","1.0","3.0","1.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","1.0","5.0","5.0","5.0","5.0","7.0","5.0","5.0","5.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","1.0","1.0","3.0","3.0",,"1.0","1.0","7.0","1.0","4.0","1.0","1.0","1.0","7.0","7.0","7.0","7.0","7.0","7.0","2.0","1.0","10.0","10.0","10.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","2.0","2.0","4.0","2.0","0.0","0.0","0.0",,"0.0",,"0.0",,"1.0","0.0","1.0","0.0","0.0","2.0","7.0","7.0","5.0","4.0","1.0","1.0","7.0","4.0","4.0","1.0","2.0","8.0","1.0","1.0","602.0","1.0","602.0","4.0","2.0","3.0",,"6.0","1","6.0","27",,,,,"1.0","101.0","3.0","1.0","3.0","2.0",,,"4.0",,"2.0","2.0","2.0",,"2.0","2","2.0","1.0","1.0","601.0","5.0","4.0",,"1.0","1.0","1","1","1","1","0","1","0","0","1","1","0","0","0","5.0",,"3.0","2.0","2.0",,,"1.0","1.0","2.0","4","3","2","5","13480000000.0","780.0",
"2010","92","632","13480000000.0","6","603","201","2","201","201120","20112024","0","5","2","1","2","2.0","12.0","2.0","2.0","3.0","3.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0",,"3.0","4.0","1.0","4.0","4.0","4.0","4.0","4.0","5.0","6.0","2.0","7.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","2.0",,,,"2.0","2.0","2.0","1.0","2.0","1.0","5.0","4.0","5.0","2.0","1.0","6.0","7.0","1.0","1.0","2.0","5.0","3.0","1.0","6.0","4.0","3.0","7.0","1.0","7.0","6.0","3.0","1.0","2.0","3.0","2.0","1.0","4.0","4.0","4.0","3.0","3.0","3.0","4.0","5.0","6.0","2.0","1.0","3.0","1.0","1.0","1.0","5.0","3.0","2.0","4.0","1.0","2.0","1.0","10.0","10.0","5.0","2.0","4.0","3.0","2.0",,"4.0","2.0","1.0","5.0","6.0","2.0","2.0","2.0","4.0","2.0","1.0","0.0","1.0",,"0.0",,"0.0",,"1.0",,,,"1.0","1.0","7.0","5.0","7.0","3.0","7.0","5.0","7.0","1.0","7.0","1.0","1.0","1.0","1.0","2.0",,"2.0",,"4.0","1.0","2.0","2.0","15.0","3","3.0","19","4.0","1.0","1.0","2.0","1.0","101.0","3.0","2.0","7.0","2.0",,,"4.0",,"2.0","1.0","2.0",,"1.0","0",,"2.0","2.0","601.0","1.0","1.0","1.0","1.0","1.0","1","1","1","1","2","1","1","0","1","1","1","0","1","4.0",,"3.0","2.0","2.0",,,"1.0","1.0","1.0","4","4","2","2","13480000000.0","976.0",
"2010","92","633","13480000000.0","6","603","201","2","201","201120","20112024","0","5","2","1","2","2.0","11.0","2.0","2.0","1.0","2.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0",,"3.0","4.0","1.0","4.0",,"4.0","4.0","4.0","4.0","3.0","2.0","4.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","2.0",,,,"2.0","1.0","2.0","2.0","4.0","2.0","3.0","5.0","4.0","7.0","3.0","2.0","1.0","1.0","1.0","1.0","4.0","7.0","6.0","4.0","3.0","2.0","1.0","6.0","5.0","3.0","2.0","1.0","2.0","1.0","1.0","2.0","1.0","4.0","4.0","3.0","3.0","1.0","2.0","3.0","2.0","5.0","2.0","4.0","4.0","4.0","2.0","3.0","5.0","4.0","2.0","5.0",,"4.0","10.0","10.0","3.0","5.0","2.0","2.0","3.0","6.0","3.0","2.0","4.0","5.0","2.0","2.0","1.0",,"4.0","2.0","0.0","1.0","1.0",,"0.0",,"1.0",,"1.0",,"1.0",,"1.0","2.0","7.0","5.0","7.0","3.0","7.0","5.0","7.0","7.0","7.0","3.0","2.0","4.0","1.0","2.0",,"2.0",,"4.0","2.0","3.0",,"15.0","3","3.0","22","4.0","5.0","1.0","1.0","1.0","101.0","2.0",,"6.0","2.0",,,"4.0",,"2.0","1.0","2.0",,"1.0","0",,"1.0","1.0","601.0","1.0","4.0","1.0","1.0","1.0","1","1","1","1","0","1","1","0","1","1","1","0","1","4.0",,"3.0","2.0","2.0",,,"1.0","1.0","2.0","5","14","2","3","13480000000.0","1558.0",
"2010","92","634","13480000000.0","6","603","201","2","201","201120","20112024","0","5","2","1","2","2.0","10.0","3.0","2.0","2.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0",,"3.0","4.0","1.0","4.0","4.0","4.0","4.0","4.0","10.0","10.0","1.0","5.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","2.0",,,,"2.0","1.0","1.0","2.0","3.0","1.0","1.0","1.0","1.0","7.0","1.0","1.0","1.0","1.0","1.0","1.0","7.0","7.0","1.0","1.0","1.0","1.0","7.0","1.0","1.0","1.0","1.0","3.0","3.0","2.0","3.0","2.0","3.0","5.0","5.0","3.0","3.0","1.0","1.0","1.0","1.0","1.0","7.0","3.0","1.0","7.0","1.0","1.0","1.0","1.0","1.0","1.0","4.0","4.0","10.0","10.0","10.0","1.0","1.0","1.0","1.0","10.0","10.0","10.0","10.0","6.0","1.0","2.0","2.0","2.0","4.0","2.0","0.0","0.0","0.0",,"1.0","0.0","0.0",,"1.0","0.0","0.0",,"0.0","1.0","7.0","1.0","7.0","4.0","4.0","4.0","7.0","1.0","7.0","4.0","1.0","1.0","1.0","1.0","604.0",,,"3.0","2.0","3.0",,"5.0","1","5.0","57",,,,,"1.0","101.0","2.0","1.0","1.0","2.0",,,"4.0",,"2.0","3.0","2.0",,"5.0","1","1.0","1.0","1.0","601.0",,"2.0","2.0",,"1.0","1","1","0","0","1","1","1","0","1","1","0","1","0","1.0","3.0","3.0","2.0","1.0","3.0","1.0","1.0","1.0","1.0","2","14","2","3","13480000000.0","701.0",
"2010","92","635","13480000000.0","6","603","201","2","201","201120","20112024","0","5","2","1","2","1.0","27.0","4.0","1.0","1.0","3.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0",,"4.0","4.0","2.0","4.0","4.0","4.0","4.0","4.0","9.0","9.0","2.0",,"2.0",,,"1.0","1.0","1.0","2.0","2.0","2.0",,,,"2.0","2.0","2.0","1.0","4.0","4.0","3.0","3.0","3.0","1.0","1.0","1.0","1.0","1.0","1.0","4.0","7.0","1.0","5.0","1.0","1.0","2.0","7.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","4.0","4.0","4.0","4.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","2.0","1.0","10.0","10.0","1.0","1.0","1.0","1.0","10.0","10.0","10.0","10.0","10.0","10.0","10.0","2.0","1.0","2.0","4.0","2.0","1.0","1.0","0.0",,"1.0","0.0","0.0",,"1.0","1.0","0.0",,"1.0","1.0","7.0","7.0","7.0","7.0","7.0","1.0","7.0","1.0","7.0","1.0","1.0","2.0","1.0","1.0","603.0","1.0","603.0","4.0","3.0","3.0",,"8.0","2","2.0","35",,,,,"1.0","101.0","3.0","1.0",,"2.0",,,"1.0","4.0","2.0","2.0","3.0","2.0","1.0","0",,"1.0","1.0","601.0","3.0","1.0","1.0","1.0","1.0","1","1","1","1","0","1","1","0","0","0","0","1","0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","4","3","2","5","13480000000.0","632.0",
"2010","92","636","13480000000.0","6","603","201","2","201","201120","20112024","0","5","2","1","2","2.0","4.0","3.0","2.0","2.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0",,"5.0","4.0","3.0","4.0","4.0","4.0","4.0","4.0","6.0","6.0","3.0",,"2.0",,,"2.0","2.0","2.0","2.0","2.0","2.0",,,,"2.0","1.0","3.0","1.0","4.0","4.0",,,"7.0","7.0","7.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","5.0","5.0","5.0","5.0","5.0","5.0","4.0","4.0","2.0","3.0","7.0","1.0","1.0","7.0","7.0","1.0","7.0","7.0","7.0","1.0","7.0","7.0","7.0","7.0","7.0","2.0","1.0","10.0","10.0","10.0","1.0","1.0","1.0","10.0","10.0","10.0","10.0","10.0","10.0","1.0","2.0","2.0","2.0","4.0","2.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0",,"1.0","0.0","1.0","0.0","0.0","1.0","7.0","7.0","7.0","5.0","7.0","1.0","7.0","4.0","7.0","1.0","2.0","8.0","1.0","1.0",,,,"3.0",,"3.0",,"6.0","1","6.0","62",,,,,"1.0","101.0","3.0","4.0",,"2.0",,,"4.0",,"2.0","3.0","1.0",,"2.0","5","0.0",,,"601.0","5.0","1.0",,"1.0","1.0","1","1","1","1","0","0","1","0","1","1","0","0","0","1.0","4.0","3.0","2.0","2.0",,,"1.0","2.0","2.0","6","3","2","5","13480000000.0","987.0",
